id,name,model_id:id,group_id:id,perm_read,perm_write,perm_create,perm_unlink
cm_attachmen_dep_man,dep_cm_attachmen,model_cm_attachment,group_cm_department_manager,1,1,1,1
cm_attachmen_exective_man,excetive_cm_attachmen,model_cm_attachment,group_cm_executive_manager,1,1,1,1
cm_archive_type,employee_cm_archive_type,model_cm_archive_type,group_cm_employee_group,1,0,0,0
cm_archive_type_out,employee_out_cm_archive_type,model_cm_archive_type,group_cm_user,1,1,1,1
cm_archive_type_reviwer,reviwer_cm_archive_type,model_cm_archive_type,group_cm_reviewer,1,0,0,0
cm_archive_type_uint_man,uint_cm_archive_type,model_cm_archive_type,group_cm_unit_manager,1,0,0,0
cm_archive_type_dep_man,dep_cm_archive_type,model_cm_archive_type,group_cm_department_manager,1,0,0,0
cm_archive_type_exective_man,excetive_cm_archive_type,model_cm_archive_type,group_cm_executive_manager,1,0,0,0
cm_attachment_rule,employee_cm_attachment_rule,model_cm_attachment_rule,group_cm_employee_group,1,1,1,1
cm_attachment_rule_out,employee_out_cm_attachment_rule,model_cm_attachment_rule,group_cm_user,1,1,1,1
cm_attachment_rule_reviwer,reviwer_cm_attachment_rule,model_cm_attachment_rule,group_cm_reviewer,1,1,1,1
cm_attachment_rule_uint_man,uint_cm_attachment_rule,model_cm_attachment_rule,group_cm_unit_manager,1,1,1,1
cm_attachment_rule_dep_man,dep_cm_attachment_rule,model_cm_attachment_rule,group_cm_department_manager,1,1,1,1
cm_attachment_rule_exective_man,excetive_cm_attachment_rule,model_cm_attachment_rule,group_cm_executive_manager,1,1,1,1
cm_attachment_rule,employee_cm_attachment_rule,model_cm_attachment_rule,group_cm_employee_group,1,1,1,1
cm_attachment_rule_out,employee_out_cm_attachment_rule,model_cm_attachment_rule,group_cm_user,1,1,1,1
cm_attachment_rule_reviwer,reviwer_cm_attachment_rule,model_cm_attachment_rule,group_cm_reviewer,1,1,1,1
cm_attachment_rule_uint_man,uint_cm_attachment_rule,model_cm_attachment_rule,group_cm_unit_manager,1,1,1,1
cm_attachment_rule_dep_man,dep_cm_attachment_rule,model_cm_attachment_rule,group_cm_department_manager,1,1,1,1
cm_attachment_rule_exective_man,excetive_cm_attachment_rule,model_cm_attachment_rule,group_cm_executive_manager,1,1,1,1
cm_transaction_trace,employee_cm_transaction_trace,model_cm_transaction_trace,group_cm_employee_group,1,1,1,1
cm_transaction_trace_out,employee_out_cm_transaction_trace,model_cm_transaction_trace,group_cm_user,1,1,1,1
cm_transaction_trace_reviwer,reviwer_cm_transaction_trace,model_cm_transaction_trace,group_cm_reviewer,1,1,1,1
cm_transaction_trace_uint_man,uint_cm_transaction_trace,model_cm_transaction_trace,group_cm_unit_manager,1,1,1,1
cm_transaction_trace_dep_man,dep_cm_transaction_trace,model_cm_transaction_trace,group_cm_department_manager,1,1,1,1
cm_transaction_trace_exective_man,excetive_cm_transaction_trace,model_cm_transaction_trace,group_cm_executive_manager,1,1,1,1
cm_job_title,employee_cm_job_title,model_cm_job_title,group_cm_employee_group,1,0,0,0
cm_job_title_out,employee_out_cm_job_title,model_cm_job_title,group_cm_user,1,1,1,1
cm_job_title_reviwer,reviwer_cm_job_title,model_cm_job_title,group_cm_reviewer,1,0,0,0
cm_job_title_uint_man,uint_cm_job_title,model_cm_job_title,group_cm_unit_manager,1,0,0,0
cm_job_title_dep_man,dep_cm_job_title,model_cm_job_title,group_cm_department_manager,1,0,0,0
cm_job_title_exective_man,excetive_cm_job_title,model_cm_job_title,group_cm_executive_manager,1,0,0,0
cm_entity,employee_cm_entity,model_cm_entity,group_cm_employee_group,1,1,0,0
cm_entity_out,employee_out_cm_entity,model_cm_entity,group_cm_user,1,1,1,1
cm_entity_reviwer,reviwer_cm_entity,model_cm_entity,group_cm_reviewer,1,1,0,0
cm_entity_uint_man,uint_cm_entity,model_cm_entity,group_cm_unit_manager,1,1,0,0
cm_entity_dep_man,dep_cm_entity,model_cm_entity,group_cm_department_manager,1,1,0,0
cm_entity_exective_man,excetive_cm_entity,model_cm_entity,group_cm_executive_manager,1,1,0,0
internal_transaction,employee_internal_transaction,model_internal_transaction,group_cm_employee_group,1,1,1,1
internal_transaction_out,employee_out_internal_transaction,model_internal_transaction,group_cm_user,1,1,1,1
internal_transaction_reviwer,reviwer_internal_transaction,model_internal_transaction,group_cm_reviewer,1,1,1,1
internal_transaction_uint_man,uint_internal_transaction,model_internal_transaction,group_cm_unit_manager,1,1,1,1
internal_transaction_dep_man,dep_internal_transaction,model_internal_transaction,group_cm_department_manager,1,1,1,1
internal_transaction_exective_man,excetive_internal_transaction,model_internal_transaction,group_cm_executive_manager,1,1,1,1
incoming_transaction,employee_incoming_transaction,model_incoming_transaction,group_cm_employee_group,0,0,0,0
incoming_transaction_out,employee_out_incoming_transaction,model_incoming_transaction,group_cm_user,1,1,1,1
incoming_transaction_reviwer,reviwer_incoming_transaction,model_incoming_transaction,group_cm_reviewer,1,1,1,1
incoming_transaction_uint_man,uint_incoming_transaction,model_incoming_transaction,group_cm_unit_manager,1,1,1,1
incoming_transaction_dep_man,dep_incoming_transaction,model_incoming_transaction,group_cm_department_manager,0,0,0,0
incoming_transaction_exective_man,excetive_incoming_transaction,model_incoming_transaction,group_cm_executive_manager,1,1,1,1
outgoing_transaction,employee_outgoing_transaction,model_outgoing_transaction,group_cm_employee_group,0,0,0,0
outgoing_transaction_out,employee_out_outgoing_transaction,model_outgoing_transaction,group_cm_user,1,1,1,1
outgoing_transaction_reviwer,reviwer_outgoing_transaction,model_outgoing_transaction,group_cm_reviewer,1,1,1,1
outgoing_transaction_uint_man,uint_outgoing_transaction,model_outgoing_transaction,group_cm_unit_manager,1,1,1,1
outgoing_transaction_dep_man,dep_outgoing_transaction,model_outgoing_transaction,group_cm_department_manager,0,0,0,0
outgoing_transaction_exective_man,excetive_outgoing_transaction,model_outgoing_transaction,group_cm_executive_manager,1,1,1,1
cm_project_type,employee_cm_project_type,model_project_type,group_cm_employee_group,1,0,0,0
cm_project_type_out,employee_out_project_type,model_project_type,group_cm_user,1,1,1,1
cm_project_type_reviwer,reviwer_project_type,model_project_type,group_cm_reviewer,1,0,0,0
cm_project_type_uint_man,uint_project_type,model_project_type,group_cm_unit_manager,1,0,0,0
cm_project_type_dep_man,dep_project_type,model_project_type,group_cm_department_manager,1,0,0,0
cm_project_type_exective_man,excetive_project_type,model_project_type,group_cm_executive_manager,1,0,0,0
cm_transaction_category,employee_cm_transaction_category,model_transaction_tag,group_cm_employee_group,1,0,0,0
cm_transaction_category_out,employee_out_transaction_category,model_transaction_tag,group_cm_user,1,1,1,1
cm_transaction_category_reviwer,reviwer_transaction_category,model_transaction_tag,group_cm_reviewer,1,0,0,0
cm_transaction_category_uint_man,uint_transaction_category,model_transaction_tag,group_cm_unit_manager,1,0,0,0
cm_transaction_category_dep_man,dep_transaction_category,model_transaction_tag,group_cm_department_manager,1,0,0,0
cm_transaction_category_exective_man,excetive_transaction_category,model_transaction_tag,group_cm_executive_manager,1,0,0,0
access_transaction_transaction,transaction_transaction,model_transaction_transaction,,1,1,1,1
access_odex_barcode,odex_barcode,model_odex_barcode,,1,1,1,1
access_reject_reason_wizard,access_reject_reason_wizard,model_reject_reason_wizard,base.group_user,1,1,1,1
access_forward_transaction_wizard,access_forward_transaction_wizard,model_forward_transaction_wizard,base.group_user,1,1,1,1
access_transaction_reply_wizard,access_transaction_reply_wizard,model_transaction_reply_wizard,base.group_user,1,1,1,1
access_archive_transaction_wizard,access_archive_transaction_wizard,model_archive_transaction_wizard,base.group_user,1,1,1,1
access_reopen_transaction_wizard,access_reopen_transaction_wizard,model_reopen_transaction_wizard,base.group_user,1,1,1,1
